sat,colgpa,athlete,female
970,2.8299999,0,1
1110,2.75,0,1
1110,2.6500001,0,1
750,1.73,0,0
930,2.3,0,0
1020,2.9400001,0,1
1070,2.8699999,0,0
940,2.71,0,1
1230,2.23,0,0
1110,3.4200001,0,1
1040,1.8,0,0
1160,3.6700001,0,0
920,2.53,0,1
1060,3.8699999,0,0
1100,2.52,0,0
1020,3.26,0,1
1010,2.8299999,0,1
1220,3.6800001,0,1
1130,3.4300001,0,1
1190,2.2,0,0
920,2.6700001,0,1
1100,3.6800001,0,1
1170,3.3699999,0,0
890,2.23,0,0
1040,3.1300001,0,1
980,1.0599999,0,0
1280,3.21,0,0
1230,3.05,0,1
1060,2.1700001,0,0
1200,3.4000001,0,1
1200,3.1800001,0,1
780,.72000003,0,0
1140,2.78,0,0
1100,2.8599999,0,1
780,1.6,0,1
1050,3.55,0,0
1080,3.8699999,0,1
1040,2.9300001,0,0
1250,3.54,0,1
1130,3.52,0,0
750,2.3099999,0,1
880,2.1700001,0,0
1040,3.76,0,1
1070,3.0599999,0,1
910,2.8499999,0,1
840,2.1199999,0,0
1290,3.6199999,0,0
1030,2.95,0,1
1310,3.1300001,0,0
1180,4,0,0
960,3.0599999,0,1
970,2.8,0,1
1020,1.9299999,0,0
940,2.72,0,1
850,2.52,0,1
1090,2.3900001,0,0
980,2.3499999,0,0
1050,1.54,0,0
1400,3.76,0,0
1130,3.5799999,0,0
1150,2.8900001,0,0
870,2.6600001,0,1
1110,2.6300001,0,0
1260,2.02,0,0
1030,2,0,0
1170,3.3599999,0,1
1030,2.9200001,0,1
1140,3.28,0,0
1120,3.1900001,0,1
1160,3.04,0,1
1170,2.7,0,0
850,2.8800001,0,1
1090,2.5599999,0,1
1100,3.5799999,0,1
1110,3.5799999,0,1
1130,2.77,0,1
990,1.61,0,1
1140,2.5599999,0,0
860,2.9400001,0,0
1090,2.98,0,1
1210,4,0,1
870,2.3499999,0,1
1360,3.29,0,0
1020,3.0599999,0,1
960,3.0799999,0,1
990,2.4400001,0,0
1000,3.1800001,0,0
910,2.8199999,0,1
810,.66000003,0,1
1380,4,0,0
1130,3.72,0,1
1010,2.04,0,0
960,2.3900001,0,1
1160,2.3199999,0,0
1060,2.28,0,0
940,3.5,0,1
1210,2.72,0,0
960,2.1500001,0,0
910,2.4200001,0,0
1090,3.24,0,0
940,2.72,0,1
930,2.6400001,0,1
1460,4,0,0
1440,3.5,0,1
1120,2.9100001,0,0
1040,1.71,0,1
670,2.8299999,0,1
930,.34999999,0,0
1130,3.8199999,0,0
1200,2.4000001,0,0
1090,2.23,0,0
960,3.3499999,0,1
950,1.46,0,0
940,2.8900001,0,1
800,2.25,0,0
1100,3.1400001,0,0
860,2.21,0,0
860,3.05,0,1
940,2.98,0,0
1150,1.5599999,0,0
940,2.3900001,0,0
830,1.5,0,1
990,3.21,0,1
1100,1.88,0,0
1100,2.5699999,0,0
1210,2.4000001,0,1
1020,2.3599999,0,0
920,.46000001,0,1
1000,1.92,0,1
950,2.8499999,0,1
950,2.77,0,0
1160,2.6900001,0,1
1140,2.6199999,0,0
930,2.0599999,0,0
900,1.3,0,0
900,2.9100001,0,1
700,2.3499999,0,1
1000,3.48,0,0
860,2.29,0,1
1060,3.73,0,1
1010,2.72,0,0
830,2.96,0,1
1020,1.96,0,0
1060,3.46,0,0
840,2.3,0,0
890,2.9400001,0,1
1060,3,0,1
1330,3.1800001,0,1
800,1.0700001,0,1
1170,1.42,0,1
780,1.9,0,1
840,1.8,0,0
1020,2.4300001,0,1
1170,3.8199999,0,0
990,2.5,0,1
1090,2.71,0,1
1000,2.3699999,0,1
1070,2.5599999,0,0
880,2,0,1
850,1.75,0,0
1060,1.73,0,0
810,2.55,0,1
950,2.1700001,0,0
970,2.23,0,1
1000,2.28,0,0
760,1.6900001,0,1
900,2.55,0,0
1040,2.3499999,0,0
1000,2.1400001,1,1
1380,3.6300001,0,0
870,2.4400001,0,0
920,3.47,0,1
920,2.6400001,0,1
880,2.71,0,0
1050,3.3599999,0,0
1020,2.8099999,0,0
1020,2.98,0,0
950,2.26,0,0
1240,1.76,0,0
1030,2.73,0,1
920,1.46,0,0
790,3.0599999,0,1
810,1.8,0,0
920,2.48,0,0
860,2.1800001,0,0
1040,2.4200001,0,0
940,3.0999999,0,1
940,1.58,0,0
940,1.71,0,0
890,1.62,0,0
1120,2.6900001,0,0
890,2.1500001,0,1
830,1.74,0,0
870,1.84,0,0
780,2.3099999,0,0
980,2.1400001,0,1
1040,2.8399999,0,0
940,2.3499999,0,1
1110,2.1700001,0,0
860,2.26,0,0
1070,2.6600001,0,0
890,2.5999999,0,1
1020,4,0,0
900,2.0999999,1,0
1350,3.8399999,0,0
1260,3.4200001,0,0
860,3.3399999,0,1
830,2.8800001,0,0
960,2.6600001,0,0
930,2.0899999,0,0
1050,3.6400001,0,0
920,3.1300001,0,1
950,2.3699999,0,1
1070,2.0899999,0,0
1060,3.1700001,0,1
1000,3.4300001,0,1
1010,1.9400001,0,0
1230,.20999999,0,1
1190,2.76,0,1
920,2.2,0,0
710,1.86,1,1
1170,3.6600001,0,1
1020,3.6199999,0,1
1010,2.71,0,0
920,1.53,0,0
1010,2.97,0,1
1080,2.21,0,1
1260,3.71,0,0
1020,3.1800001,1,1
1210,3.6400001,0,0
870,2.3599999,0,1
1280,3.6800001,0,0
980,2.2,1,0
1150,3.22,0,1
1160,2.1199999,0,1
1080,2.1700001,0,0
1080,2.4300001,0,1
930,1.95,0,0
880,2.96,0,0
1400,4,0,0
1020,3.6700001,0,1
1160,3.75,0,0
1100,4,0,1
1070,2.52,0,1
1390,1.8099999,0,0
940,2.76,0,1
990,3.1800001,0,1
990,3.21,0,1
1410,3.8199999,0,0
1120,2.3299999,0,0
1120,2.6800001,0,1
1000,2.74,0,1
1340,3.5999999,0,1
1180,2.6400001,0,0
1170,3.6900001,0,1
960,2.98,1,1
1090,2.6900001,0,1
1180,3.76,0,1
1160,3.96,0,1
990,3.0599999,0,1
1330,3.52,0,1
1240,2.21,0,0
1080,3.1700001,0,1
1160,3.75,0,1
1180,3.6099999,0,0
1330,3.1199999,0,1
1280,3.1199999,0,0
910,2.0999999,0,0
1110,2.9000001,0,0
920,2.3099999,0,0
1100,2.5,1,0
850,3.1199999,0,1
990,2.05,0,0
1020,2.5599999,0,1
1190,2.8499999,0,0
1060,3.4000001,0,0
850,2.4100001,0,1
960,2.9100001,0,0
1120,2.4300001,0,0
1020,1.8099999,0,0
1150,3.6600001,0,1
1130,2.3499999,0,0
990,2.3399999,0,1
1100,3.1400001,0,1
920,1.9299999,0,1
1090,1.8099999,0,1
970,2.5799999,0,1
1020,2.3399999,0,0
1000,3.04,0,1
990,2.8099999,0,1
770,2.45,1,1
860,2.1199999,1,0
1030,1.92,0,0
990,3.55,0,0
910,2.48,0,0
1010,3.4000001,0,0
950,2.1199999,0,1
1150,2.45,0,0
1090,1.86,0,1
1120,2.05,0,0
1150,2.27,0,0
1000,2.4400001,0,0
1030,3.6199999,0,0
1150,2.71,0,1
1170,3.0999999,0,0
1080,2.52,0,0
1030,2.6600001,0,1
1250,3.71,0,0
1090,2.6500001,0,0
1010,2.53,0,1
1020,1.63,0,0
1160,2.4300001,0,1
890,2.8499999,0,1
1050,1.9299999,0,1
1000,1.91,0,0
950,2.5999999,0,1
1150,2.8199999,0,1
1050,3.1099999,0,1
1210,3.73,0,0
980,2.4100001,0,1
950,2.3800001,0,1
980,3.5599999,0,1
1270,2.3900001,0,1
1030,2.1300001,0,1
1390,4,0,0
1230,3.8699999,0,0
990,1.95,0,0
1030,2.4400001,0,1
900,3.3299999,0,1
1070,3.0599999,0,1
920,3.6400001,0,0
1070,1.55,0,0
1080,3.6500001,0,1
990,1.71,0,0
1020,2.24,0,0
980,2.76,0,0
1120,1.88,0,0
1070,1.33,1,0
960,2.72,0,1
1070,2.6800001,0,1
950,2.29,0,0
1000,1.52,0,1
1020,2.27,0,0
1350,3.1600001,0,0
980,2.0799999,0,0
1220,3.23,0,0
1000,2.0599999,0,1
1210,3.53,0,1
980,2.1600001,0,1
850,1.73,1,1
890,2.1800001,0,1
930,2.27,0,0
1000,2.6199999,0,1
920,2.0699999,0,1
990,2.5599999,0,1
1070,3.25,1,1
940,1.9,0,0
1220,3.8099999,0,1
1120,3.5,0,1
920,1.58,0,1
1230,2.76,0,0
1190,2.3499999,0,1
1120,2.9400001,0,1
1030,3.3399999,0,0
1000,2.5699999,0,0
1010,1.72,0,0
1010,2.04,0,1
1160,1.85,0,1
1000,1.9299999,0,1
1180,3.6700001,0,0
1010,3.26,0,1
1110,2.26,0,0
990,1.95,1,0
710,1.95,1,1
1090,1.61,0,1
1060,3.8499999,0,1
980,2.27,0,0
980,1.53,0,0
1040,2.8199999,0,0
1040,2.4200001,0,0
1210,3.8800001,0,1
1020,2.9200001,0,1
890,2.26,0,1
960,2.6300001,0,0
1090,2.1199999,0,0
1110,1.92,0,0
1150,3.0599999,0,1
950,2.8699999,0,1
950,2.5999999,0,0
1030,2.5999999,0,1
1360,3.8599999,0,1
1280,4,0,1
980,2.05,0,0
950,3.6199999,0,1
890,1.75,0,0
900,2.24,0,0
1230,3.29,0,1
910,2.77,0,1
950,2.3299999,0,0
1080,2.9300001,0,0
1140,2.1199999,0,0
1180,1.9,0,0
1030,2.8099999,0,0
990,2.5899999,0,1
1050,1.6799999,0,0
1070,2.9000001,0,0
1150,3,0,1
1140,2.25,0,0
1200,2.8599999,0,1
940,3.3699999,0,1
880,2.3099999,0,0
880,1.8200001,0,0
1080,.86000001,0,1
980,2.53,0,1
1170,2.8699999,0,0
970,3.05,0,1
1030,2.1300001,0,0
1230,4,0,0
910,2.01,1,0
1190,3.05,0,1
1090,2.4400001,0,1
970,3.0699999,0,1
1020,2.5699999,1,0
860,.92000002,1,0
1000,2.78,0,0
970,1.83,0,0
1150,3.25,0,1
880,2.78,0,1
1130,2.6199999,0,0
950,1.4299999,0,0
1000,2.47,0,0
1130,2.4400001,0,0
860,2.77,0,0
980,2.8699999,0,0
910,2.77,1,1
1010,1.76,0,1
1060,2.3900001,0,0
700,2.1300001,1,0
1010,3.0699999,0,1
940,2.8099999,0,1
1110,3.1600001,0,0
1180,3.1700001,0,1
1030,3.3699999,0,0
1150,2.9300001,0,1
880,2.3699999,0,1
1210,2.2,0,0
1050,3.54,0,1
1090,3.0999999,0,1
1020,3.51,0,1
1090,3.73,0,0
890,2,0,0
1260,3.3499999,0,1
1090,2.6600001,0,1
980,2.8800001,0,1
1230,2.6700001,0,0
1330,3.77,0,0
1000,3.0599999,0,1
1180,3.5599999,0,0
1010,2.3499999,1,0
850,2.4000001,0,0
1200,3.1700001,0,1
1260,3.77,0,0
950,2.3,0,0
1120,2.5,0,0
1000,2.3299999,0,1
1020,1.97,0,1
1180,3.3599999,0,1
1150,3,0,0
990,2.24,0,1
900,2.46,0,1
1340,4,0,0
980,2.8299999,0,1
1420,3.9400001,0,0
